AirlineName,CabinType,OverallScore,Recommended,Review,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg
Virgin Australia,Economy Class,8.0,yes,I recently flew with VA (Boeing 777) from SYD-AUH return and cannot fault them. Boarding was well managed and timely food was fairly good staff were friendly and attentive. The seats were comfortable and the entertainment was great. On the return leg the flight wasn't very full and the cabin crew encouraged people to spread out and find a row for themselves once airborne (we had to stay in our allocated seats for take off due to weight distribution). Long haul is what you make of it and I figured I had 14 hours to relax watch movies read books have a few wines and a snooze. Something most of us cannot find time for in real life.,6,positive,0.9752,0.46553333333333335,0.9737,0.46218333333333333
Monarch Airlines,,10.0,yes,21st March O/B - 28th March I/B - BHX to SSH. Both flights were great paid £15 each for extra leg room both ways and what a difference for a 5 hour flight it makes. Both Aircraft were clean and the crew friendly yet professional. Flight deck informative on both sectors and departed on time and arrived early both ways. Only gripe was the check-in at Sharm it was slow and chaotic. But other than that two great flights Monarch have my business again for the future they are way ahead than Thomas Cook and Thomson.,6,positive,0.8765,0.26816666666666666,0.8779,0.26963333333333334
Cathay Pacific Airways,Economy Class,9.0,yes,"Flew from Osaka to Hong Kong with Cathay Pacific, slightly delayed on departure but arrived ahead of the schedule. Cabin was clean, seat was comfortable with plenty of legroom in their new A350 aircraft. Cabin crew were attentive and professional even on a busy flight. Meal was somewhat overheated? I picked a chicken on rice but some rice became charred!",4,positive,0.8397,0.16007500000000002,0.9176,0.28347500000000003
Virgin Atlantic,Economy Class,10.0,yes,I flew LHR-DEL 20 Jan returning 30 Jan both times on Champagne Belle (A330-300) this aircraft is the best VS one I have travelled on with good seats and it seemed more leg room than usual. The cabin crew were superb providing me with braille safety cards (a first!). Two truly fantastic flights without the above and beyond we received.,3,positive,0.9719,0.8038,0.9719,0.8038
Singapore Airlines,Economy Class,9.0,yes,"Sydney to London via Singapore. First time I've flown with this airline since 1991, and I couldn't fault the flights at all. I'm reasonably tall (5'8"") with long legs, but I had plenty of seat room. Service was exemplary, and I liked the extra touches of menus and the little convenience bag, containing socks, toothpaste and toothbrush, and an eyeshade. Food was pretty good, and the entertainment choices excellent. Despite a tight connection in Singapore (50 minutes) I still had plenty of time to catch my connecting flight. I wouldn't hesitate to fly Singapore Airlines again.",7,positive,0.9762,0.26398571428571427,0.9774,0.26471428571428574
Aegean Airlines,Economy Class,10.0,yes,"Best Airline in Europe, professional cabin crew, smiley and helpful. Receiving updates about my flight all the time. The thing that might really need an improvement is the FQT program (Miles + Bonus) , they must be more flexible in transferring and receiving points from other Airlines.",3,positive,0.9562,0.5680666666666667,0.9631,0.5787666666666667
Qantas Airways,Economy Class,9.0,yes,"Brisbane to Tokyo Narita with Qantas. Check in all automated and therefore no bag drop queues. I was impressed by the new cabin interior in the economy section of A330. Modern interior, large IFE screen, great selection of movies, and positive flight attendants. A pre-flight drink supplied and great meals served. Captain/First Officer provided updates of our location, pointing out Mount Fuji upon our arrival into Tokyo.",6,positive,0.9384,0.30491666666666667,0.9478,0.3113666666666667
Lufthansa,Economy Class,10.0,yes,YYZ-FRA-NAP I traveled home alone with my baby I didn't think it would be possible but my home-bound flight was an even better experience than my flight out. The staff were extremely helpful. On my first flight there was a problem with my pre-booked seat so I called customer service to ensure my return flight would be correct. The lady whom I spoke to was very helpful and made sure I got the bassinet seat. For the long flight the staff had little Lufthansa toys they gave my baby I really appreciated the thought and had not experienced this with another airline we've flown with. Staff on board constantly checked on me to make sure I had everything I needed and to see if I needed any assistance (baby slept the whole flight). I will only travel with Lufthansa in the future.,7,positive,0.9728,0.35740000000000005,0.9733,0.3623
Asiana Airlines,Economy Class,10.0,yes,"This is one of the best experience in my life. I have flew long international flight many times all over the world. Out of these, this one is memorable. Though, I have flown Sydney to Texas in many airlines, Asiana provided the best hospitality, foods and beverages, drinks, tea and coffee, information, and announcement. Flight attendances were like models of k-pop. I observed every aspects of the journey very curiously and found sweet. Only the lacking thing was the language (English), but was understandable. Though it was a very long flight from Sydney to Incheon and Incheon to San Francisco was astoundingly sweet. The whole team, please keep up the good work.",9,positive,0.9716,0.3841777777777778,0.9716,0.3841777777777778
United Airlines,Economy Class,10.0,yes,"Honolulu to Tokyo Narita. Flying with United Airlines was very easy. In Honolulu Check in was fast and easy with people to help with the fast self check in system. Flight on time boarding went smoothly attendants were helpful. Meal service was fast and efficient.and beverages served often both ways, from and back to Honolulu. I would definitely fly with the friendly skies again, Layovers were only a few hours. My thanks to all the employees on the aircraft and ground which made my flight very comfortable.",8,positive,0.9771,0.463575,0.969,0.4236125
Bangkok Airways,Economy Class,10.0,yes,Short flight between Phnom Penh and Bangkok. Only a 50 minute flight yet they still came round with a 3 course meal when I said I was vegetarian they offered me a selection of different starters and bread rolls to make up for the fact I couldn't eat the main. Pilot offered a lot of information.,3,positive,0.0,0.0,0.0,0.0
Air Canada,Economy Class,8.0,yes,YOW-DCA on an RJ. Seat 1A (single cabin). No lounge access in YOW for US-bound passengers but was allowed to go through security to the AC domestic lounge. Very nice lounge with great view of the airfield good drinks and food (salads soups rolls snacks). Check-in agent for US departures for Star Alliance gold could not have been nicer or more obliging phoning around to see if I could use the domestic lounge. Flight delayed about 50 mins due to late arrival of the aircraft. On board the one FA was very nice and efficient. Captain kept everyone updated.,8,positive,0.9679,0.175375,0.9685,0.17438750000000003
Vistara,Economy Class,10.0,yes,"✅ , |  Delhi to Mumbai with Vistara. After a long time, this was first time that I really liked everything in a flight. Starting from the moment I checked in to actual flight, everything was just fabulous. The hostess was outstanding, the way she served drinks, food, etc and then collected garbage - looking through the seats for missed paper glasses left a decent impression with my wife and I. A pat for all the Vistara crew.",5,positive,0.8805,0.31479999999999997,0.8805,0.31479999999999997
China Southern Airlines,Business Class,9.0,yes,"New York to Chengdu via Guangzhou. In general, it was good specially for the washroom. Moreover, the duty free in flight are cheaper than in the airport shops.  I cannot understand why China's airlines prohibit using mobile phones, which we travelers are trouble for our business work.",4,positive,0.5423,0.13727500000000004,0.5423,0.13727500000000004
Thai Airways,Economy Class,8.0,yes,"Bangkok to Vientiane on Boeing 737-400. The flight was almost full with many connecting passengers from Japan, US and Europe. The crew was very efficient and friendly. Everything was done in a professional manner without rushing. The light snack wasn't too bad in my opinion. Overall, a very satisfying short hop.",6,positive,0.9136,0.28375,0.9287,0.34595
Turkish Airlines,Economy Class,8.0,yes,"Istanbul to Mumbai. Staff on ground were extremely efficient, my wheelchair was provided. Onboard, I was touched by the service from cabin crew, they were understanding of my situation and made sure I was comfortable. The wheelchair in BOM was provided promptly as well and I was given a touching goodbye by the cabin crew. Seats were alright, food was decent. I love the delicious turkish delight. IFE was excellent. Departure/arrival on time.",8,positive,0.9804,0.395825,0.9826,0.412925
Aeroflot Russian Airlines,Economy Class,7.0,yes,Warsaw to Moscow with Aeroflot. There were no problems at check in which was prompt and without problems. We were late taking off and landing and given slow immigration control and luggage delivery in Moscow I only just managed to catch the last Aeroexpress service to the city centre. Cabin crew spoke adequate English and announcements were in Russian and English. An adequate snack was provided. As expected there was no inflight entertainment.,6,positive,0.3987,0.0707333333333333,0.3987,0.0707333333333333
British Airways,Economy Class,7.0,yes,"I had an early morning flight from London Heathrow to Dublin to attend a memorial service in Ireland. The check-in process seems to have been automated and I am not impressed. I saw an elderly Chinese couple struggle with the computers and a uniformed staff member in BA uniform walked away and ignored them. I intervened and assisted. The interior of the aircraft was spotless. However, there was no catering per se other than a to buy Marks and Spencer items. No cash was accepted and the staff were very embarrassed. The cabin crew were lovely people and deserve better than to have the name of a once proud national carrier reduced to such a miserly product. Arrival was punctual.",9,positive,-0.4305,-0.09469999999999999,0.0395,-0.03914444444444444
Thai Airways,Business Class,10.0,yes,"On boarding my Thai Airways flight from Oslo to Bangkok, I was greeted with a warm welcome by cabin staff. Escorted to my seat, given a hot towel and offered Champagne, newspapers and magazines.  The dinner menu was great, four main dishes to choose from and several wines, white and red. With the cheese we were offered port. The seat can be adjusted to a flat bed, with enough space to turn, which for me essential for a good sleep. I have been using Thai Airways more or less every year since 1979 and have experienced the ups and downs. I will say they are back on track now. They the best nonstop flight from Norway to Thailand.",8,positive,0.9607,0.339575,0.9607,0.339575
Qatar Airways,Economy Class,10.0,yes,"Due to Coronavirus and that Qantas had cancelled my flight, I booked a flight with Qatar Airways and was able to get on a seat pretty much immediately to fly back to Australia. Being a last minute booking and being vegan I wasn't able to choose my preference online but the staff were amazing and were able to put a vegan meal together for my flights. Really good flight and service during a stressful time.",3,positive,0.7677,0.33449999999999996,0.7677,0.33449999999999996
Allegiant Air,Economy Class,9.0,yes,"Toledo to St. Pete–Clearwater. Amazing airline! My granddaughter and I just took a quick trip to Florida and back. The staff was pleasant, the seats were in perfect condition. Both ways were on time. I have nothing but good things to say about this airline. Price was also very good. Thanks for letting me give a shout out to them.",8,positive,0.9125,0.233675,0.9125,0.233675
Thai Airways,Economy Class,8.0,yes,Flew SYD-BKK economy return 2 adults and 2 children. No delays at check in seats comfortable with plenty of leg room for my 6ft + husband. Staff were pleasant drinks offered often and food was ok. I have had better meals on other airlines but my husband will argue that Thai's meals were delicious so I guess it's just personal preference. I was disappointed that my young son was not given an activity pack or anything at all! Every other airline we've flown with has offered books toys colouring in activities - something to keep the kids happy but Thai offered nothing to children at all. IFE was great. Plenty of movies or program's to keep both kids and adults happy. Would fly with Thai again.,8,positive,0.9661,0.361375,0.9654,0.3525125
Jetblue Airways,Economy Class,5.0,yes,The flight was ok but the staff was very rude and confrontational with passengers. Simple questions were met with very condescending responses. Incredibly unprofessional.,3,unknown,-0.9263,-0.46013333333333334,-0.8432,-0.34886666666666666
AirAsia,Economy Class,7.0,yes,Airasia Indonesia. SUB-CGK. Overall the trip was good. The cabin crews were polite. But the staff service wasn't very good when I entered the boarding gate the staff hasn't placed the airport tax thing behind the boarding pass although we had paid to her. Because of that we should wait for minutes before boarding the aircraft.,6,positive,-0.3578,-0.015283333333333335,-0.2463,0.02638333333333333
Volaris,Economy Class,10.0,yes,I had a nice experience with Volaris. The staff were very friendly and helpful. I felt safe because everything was sanitized. Now I hope to be able to travel again.,4,positive,0.9344,0.516075,0.9118,0.48002500000000003
Norwegian,Economy Class,9.0,yes,Helsinki to Stockholm. Checked in two hours before the flight paid 15€ for a bag I wanted onboard. B737-800 was clean. Food and drinks expensive and legroom not the best. But the prices they offer and the quality of service makes flying Norwegian worthwhile.,5,positive,0.4149,0.0714,0.3434,0.041020000000000015
Qatar Airways,Economy Class,10.0,yes,"Doha to London Heathrow in December 2016. Best Economy class ever flown. Seats were comfortable and in flight entertainment was great. We were on row 50 as we had an infant with us, the leg room was good for economy and near to the rest rooms. Service and staff attitude was excellent. Breakfast was okay and probably on par with Emirates.",6,positive,0.9716,0.4593666666666667,0.9716,0.46466666666666673
Citilink,Economy Class,7.0,yes,"It was my first time flying with low cost carrier Citilink from Jakarta to Banjarmasin. The check-in process was quick as I checked in online thus we could proceed directly to the gate. Terminal 1 of CGK is rather chaotic area and it requires checking of document verification and boarding pass up to three times (twice by airport authority and once by ground staff prior to boarding). Flight experience was smooth, cabin crew were cheerful and energetic. They started selling selection of food and merchandise right after the seatbelt sign turned off. Attempted to buy coffee and sandwich but both items were not available during the flight. Seats are wide and legrooms are spacious enough for low cost carrier. For my height 168cm, should be no problem to be seated on regular seats. Not to mention that 20Kg allowance is included for my flight. Overall, Citilink offer competitive products in both service and aircraft which is new and well maintained!",10,positive,0.7923,0.0548,0.8601,0.09003000000000001
Aegean Airlines,Economy Class,10.0,yes,The flight was amazing and the crew was very kind and friendly. The cabin was clean and spacious. It was a short flight so only a bottle of water was offered. Embarking and disembarking was coordinated really well to avoid crowding and spread of COVID-19.,4,positive,0.9272,0.320675,0.883,0.31272500000000003
China Southern Airlines,Economy Class,9.0,yes,Sydney to Guangzhou on China Southern. Flight was very smooth both in the air and on take off and landing. Inflight entertainment was excellent. Cabin crew were very friendly and helpful. Toilets were clean and well equipped. Food was great. We'll never have hesitation in flying China Southern again.,7,positive,0.9711,0.4194857142857143,0.9687,0.43627142857142864
Singapore Airlines,Economy Class,10.0,yes,Flew Brisbane to Singapore on 14th March sitting in row 57. The service was first class the flight supervisor remembering details of passengers and while remaining professional communicated with a sense of humour and friendliness. The food was as good as any restaurant with good size portions. Inflight entertainment was first class plenty of choice for everyone to keep occupied.,4,positive,0.9287,0.462175,0.9493,0.4915
Cathay Pacific Airways,Economy Class,10.0,yes,Probably the best of the legacy carriers. Had a trip DCA-HKG-LHR in economy and there was little to fault from price food seats and service. I do prefer from the more generic Gulf carriers. The service is more focused and tried to deliver a Hong Kong/UK/Europe product instead of a false generic international feel.,4,positive,0.688,0.18285,0.688,0.18285
Cathay Pacific Airways,Economy Class,9.0,yes,"✅ , |  Comfortable seats, well trained crew. The food was excellent, specifically on flight fron Hong Kong to Sydney. The flight from Beijing to HK with Dragonair was delayed, resulting in delayed flight to Sydney, but ground crew met us at the gates, took us via security priority lane, and guided to the interconnecting flight HK to Sydney. The entertainment a bit outdated, although this is just a matter of personal preferences. Otherwise fantastic airline.",5,positive,0.9432,0.50508,0.9246,0.45884
Thai Airways,Economy Class,8.0,yes,LHR-BKK. New years eve flight and the crew clearly wished they were celebrating. Was the only down point of the journey - no smiles. But food drinks in flight entertainment and comfort in Economy were all very good! Would fly with Thai again.,4,positive,0.9319,0.3222,0.9319,0.3222
Air Canada,Business Class,9.0,yes,"Halifax to Toronto. Excellent service, Flight was late but the seating on board was very nice and the new J Class seats have a leg rest now. The 737 was very quite almost like a mini 787. The service was good menu options and they served 2 rounds of pre dinner drinks and the flight attendants were polite and accomodating.",4,positive,0.9321,0.4023,0.9486,0.44467500000000004
TAP Portugal,Economy Class,8.0,yes,"Online check in open 72 hours before departure. Outward 11.10am departure, early pushback and we arrived 20 minutes early. Very efficient arrivals at Lisbon - 40 minutes after landing I was in my hire car. Onboard the flight a nice sandwich and complimentary drink, including beer and wine. Return depart at 7.30am - boarding via bus on a remote stand.  Reasonable breakfast and drinks service. Seat comfort standard, except armrests don't fold back fully. Excellent value for money. Better than low cost airlines and you arrive and depart from Lisbon Terminal 1. ",11,positive,0.9569,0.2233272727272727,0.9599,0.2285818181818182
Etihad Airways,First Class,10.0,yes,"Really nice ground staff got upgraded from Business class to First class from Abu Dhabi to Washington Dulles. First class is definitely the right place to be when traveling long distance. The ""first class suite"" makes your travel exceptional. It is really spacious and the closing door offers you privacy. Positive points: Large choice of food and drinks. Comfortable seat which transforms into a full flat bed. The crew sets up your bed by adding additional mattress, pillows, blanket. Nice and friendly onboard staff. Would definitely recommend flying First class with this airline.",9,positive,0.9716,0.36673333333333336,0.9708,0.3814444444444444
Hainan Airlines,Economy Class,8.0,yes,"Urumqi to Chongqing, not a bad early morning flight. Aircraft was on a very remote stand, requiring a long bus ride but it was not too bad. Boarding was handled swiftly and efficiently. I was the only Westerner onboard and the staff tried their best to please me. Seat was comfortable with plenty of legroom. Meal was a simple affair, with local Uyghur style pilaf rice and chicken, so a pleasing touch. Only hassle was upon landing, as the aircraft taxied back and forth, going between pier 2A and 2B twice, before settling on pier B. Not really the airlines fault, rather than the airport, but the aircrew then had a handful with passengers wanting to stand up and collect their bags from the overhead lockers during each stop along the taxiway.",8,positive,0.9764,0.35833750000000003,0.9752,0.3518625
Vistara,Premium Economy,10.0,yes,"My third Vistara flight and using Premium Economy this time. The fare difference was not much in comparison with Economy. At Ahmedabad there was a separate check-in for Premium Economy and luggage was tagged with Priority Tag. Boarding was sequential, though it was amusing that it was Business first, then economy and then Premium Economy. Water, cold towel and juice were offered. The seats are comfortable, and the seat pocket contents are stocked up with newspapers. The crew were warm and professional. There were food two choices for Veg and one for Non-Veg. The choices were well explained to the passenger. Vegetarian choices there were pepper paneer tikka pizza and cheese macaroni and for non-veg egg and chicken pastry accompanied with potato Vada with sweet and spiced Yoghurt dressing and Coffee Mousse. For a 1 hour Flight this was great. ",11,positive,0.9432,0.22505454545454545,0.9565,0.25426363636363636
Air India,Economy Class,6.0,yes,"Goa to Mumbai with Air India. The check-in process was efficient and courteous and the onboard service was friendly. The seats had plenty of legroom and a small snack was served. However, the flight operated 90 mins late, and the plane's interior was rather tired and even a bit grimy around the overhead light panel. Overall a pleasant experience because of the relaxed service, but Indigo is more efficient.",5,unknown,0.8654,0.19464,0.8042,0.16468
Singapore Airlines,Economy Class,10.0,yes,"Melbourne-Shanghai (and return) via Singapore. Excellent service as always. I much prefer SA to any of the Chinese airlines to fly to China despite needing to transfer and costing more. The service quality more than makes up for it. Travelling with a young child we were given priority boarding priority meals extra little snacks and drinks etc.. and generally going out of their way to engage and be friendly to our son. Super polite friendly and helpful staff at all times. Plenty of food drinks and snacks and virtually every meal has a ""Chinese"" and ""Western"" choice. Economy class food and seating is very good for that class. Inflight entertainment is expansive with a huge selection of movies music games kids activities educational tools and flight information. Highly recommended.",11,positive,0.981,0.31944545454545453,0.981,0.3368272727272727
Jetblue Airways,Economy Class,10.0,yes,Orlando to Boston with JetBlue. Our flight was extremely pleasant. Our flight attendant was amazing and made sure we comfortable our entire flight. I have flown with JetBlue several times and I have always had a great experience. Highly recommend others.,5,positive,0.9632,0.49135999999999996,0.9617,0.4891000000000001
Air Canada rouge,Economy Class,10.0,yes,"I would like to express my gratitude for some outstanding customer service I experienced from ground crew from Las Vegas to Vancouver. I am an 80 plus-year-old lady that was not looking forward to all of the walking and stress of going through customs when we reached Vancouver. I was blown away with the attentive ground staff that whisked me through customs and made it so enjoyable and so stress-free, thank you so much for your assistance. Happy Thanksgiving to you all.",4,positive,0.956,0.4650249999999999,0.9619,0.47985
Emirates,Business Class,9.0,yes,"✅ , |  Good business class experience flying from Dubai to Cairo. Now Emirates operates only 777s and A380s the product is very consistent and particularly welcomed on these shorter flights. Warm and friendly crew, aircraft in good condition and a choice of Rose or Brut champagne plus juices before take off. A pleasant hot breakfast was served and the crew remained visible and active throughout the flight. Washrooms were kept spotless and well stocked with amenities including Bulgari cologne. The only negative was that we were delayed waiting for late passengers which meant we lost our slot and consequentially were 30 minutes late arriving at Cairo. I regularly fly all 3 Gulf airlines and Emirates offers a superior product in both economy and business class.",7,positive,0.9552,0.3483428571428572,0.9611,0.39834285714285717
Asiana Airlines,Economy Class,9.0,yes,"Osaka to London via Seoul. First time to fly Asiana Airline, although I had heard good things about it. Flight was almost impeccable: Osaka to Seoul and Seoul to London arrivals were on time, was confirmed my pre-selected aisle seats as well as vegetarian meals (which were served very quickly). Flight attendants were kind and professional, airplane was clean, with multiple lavatories for a comfortable flights for everyone (no lengthy queues). Other small and positive details: flight to London, slippers for all passengers in economy were provided, as well as air combs and moisturizer in lavatories. The vegetarian meals were actually and surprisingly very good (the bread was not though), and between the two meals there were additional snacks. Both flights had plenty of space for hand luggage. Only negative note: movie selection was rather small with almost non-existent European movie category but at least there were some good Korean options - which was nice for a change from the usual Hollywood only options. All in all, recommend.",9,positive,0.9712,0.5010111111111111,0.9705,0.49931111111111115
South African Airways,Economy Class,10.0,yes,"Flew South African Airways from Johannesburg to Lagos on 19th September and returned 23 September. Flight left on time arrived a little early both destination. Food was good. My rating is for based on my return flight, I did not feel well during the last few hours of the flight and the crew let me sit on their seats where the temperature was not as hot as in the cabin and the provided me water etc. They let me sit there until we were almost landing and I began to feel much better. They were very concerned and helpful and I am really grateful for their assistance.",6,positive,0.8845,0.2370833333333333,0.8047,0.19661666666666666
AirAsia,Economy Class,7.0,yes,"This was flight AK329 from Semarang to Kuala Lumpur, a morning flight which departed 10 mins behind schedule. The captain made a flight-related announcement after attaining cruising altitude. It was generally a good flight in fine weather. The plane arrived in KUL as scheduled and landing was okay.",4,positive,0.6808,0.19955,0.6808,0.19955
Mango Airlines,Economy Class,8.0,yes,I travelled from Johannesburg to Cape Town last year on Kulula.com and could not believe how uncomfortable their seats were and the lack of legroom was terrible. I decided to try Mango to Cape Town on the 1st February and was amazed at the legroom! Fantastic and they will certainly get my business from now!,3,positive,0.7627,0.12393333333333333,0.7289,0.10076666666666663
Qatar Airways,Business Class,10.0,yes,MLE-DOH-JFK: The MLE-DOH segment was on an A320 (my least favorite aircraft) but the First class configuration was brilliant and extraordinarily comfortable. I am die hard Boeing individual but the 4+ hours on this airbus were great due to the comfortable seat great service and absolutely seamless experience flying Qatar was in this segment. From DOH to JFK I was on a 777-300. Honestly every star given to this airline is clearly deserved. Staff are professional. Great entertainment (but now even horrible American carriers have it) and yes kudos on the right temperature of food and champagne (concept foreign to all American carriers).,6,positive,0.9926,0.5610666666666666,0.9942,0.6370333333333332
Aeroflot Russian Airlines,Economy Class,7.0,yes,KBP-SVO and consider it the best option between Kiev and Moscow. I was promised 500 miles for online check in which didn't work. Airport check in a breeze. Boarding was chaotic A321 spotless with good seat pitch. Fast baggage delivery. Onboard experience was somewhat spoilt with inedible breakfast snack and young crew members who looked lost and helpless. English announcements were hard to comprehend.,7,positive,0.1779,0.024228571428571426,0.4019,0.060671428571428564
Monarch Airlines,Economy Class,10.0,yes,24th Feb flew to Sharm without a hitch. The seating seemed to be the same as all airlines in economy. Unluckily on the second day of my holiday I suffered a heart attack spending the rest of my holiday in hospital. On my return it was a worry that I was healthy enough to travel. Thankfully after a few questions the decision was made to allow me to travel The staff were attentive I was given a seat with extra room and I had a pleasant flight home.,5,positive,0.8779,0.24992,0.8689,0.24614000000000003
Turkish Airlines,Business Class,5.0,yes,Recently flew Istanbul to New York City in Business Class using United Air Miles. Very comfortable seats which allowed a potential good sleep. Food excellent though it took a long time to serve and we all were anxious to sleep it was evening. There were two problems: the restroom was filthy from the beginning of the flight. Floor was sticky trash overflowed the bins and was on the floor. When I told Flight Attendant I don't believe she really understood. She told me to use the restroom in Business Class but this was in Business Class. Second problem was it seemed families with young children (infants and toddlers) were invited to use Business Class as a free upgrade. This was nice for them but having two screaming youngsters for several hours was hard on the rest of the passengers. Turkish Air has a great reputation so this was a disappointing flight. Check the bathroom!,11,unknown,0.812,0.09832727272727274,0.8605,0.10646363636363637
Icelandair,Economy Class,10.0,yes,Great airline very impressed. Was my first time and I will continue doing so. My wife and I did Newark-Amsterdam via Reykjavik and Brussels-NY via Reykjavik. Couldn't asked for a better outcome. All flights were on time very professional crews great airplanes it was flawless. Yes you need to bring your own food (who likes airline food anyways) or you can buy what's available on their menu. My advice walk with your own food. I am 6'3 and had ample leg room very rare to find in today with airlines cutting back on mandatory necessities. All in all great experience and a good layover too in Reykjavik! People are friendly very unique experience and very good deals since it's all tax free. Fly Icelandair they deserve the business.,10,positive,0.9908,0.36536,0.9915,0.37168999999999996
KLM Royal Dutch Airlines,Premium Economy,10.0,yes,Flight 429 Amsterdam to Dubai 22/03/2013 dep 22.05 arr 07.30. Seat 8J economy comfort. All in all a pleasant journey with friendly and efficient crew marvellous (old) plane delicious dinner after departure and cocktail service and snack short before landing. The recline in economy comfort is helpful to relax and worth the 100 EUR extra for it. The seat is situated in the quieter part of the MD-11. The MD-11 is very roomy. A pity the aircraft will soon leave the fleet. The entertainment is a bit old and the screens small.,10,positive,0.9743,0.22054999999999997,0.9727,0.24669000000000002
Etihad Airways,First Class,2.0,yes,Paris-Abu Dhabi-Melbourne first class. Paris to AUH no staff in first class cabin spoke French. Service was haphazard at best. Sink in main bathroom was blocked and this reported to crew. The same aircraft serviced the AUH-Melbourne sector. The sink was still blocked. This airline has some excellent staff however the standards are extremely uneven and one is left with the impression that training could be improved.,7,unknown,0.8176,0.08879999999999999,0.8316,0.09067142857142858
Lufthansa,Economy Class,10.0,yes,First time with Lufthansa and very impressed. Staff were excellent. Friendly and willing to please. Free food and drink on board and seat wasn't too dear. Plane was clean and bright and a kind English chap let me sit in his aisle seat as I am a bit claustrophobic. You meet the nicest people when travelling. Will definately use again and Munich airport puts Belfast International to shame. Probably the best airport I have ever used. Super clean and great layout.,9,positive,0.9896,0.4925111111111111,0.9861,0.4626888888888889
China Southern Airlines,Business Class,10.0,yes,"✅ , |  Guangzhou to Shanghai on China Southern airlines by Boeing 777. The business class for configuration and couple seats are attractive. Because I am golden card membership of this company, so I didn't take much money for this trip as I used my accumulated mileage to exchange the tickets, which was available. However, there exist some problems. China Southern exerting the activities for accumulate mileage for exchanging tickets should be improved. It seldom to exchange accessible objects. Otherwise, the cabin service left me impressed. And I felt so comfortable and feel at ease.",8,positive,0.9208,0.2208,0.9147,0.21750000000000003
Lufthansa,Business Class,9.0,yes,Singapore to Frankfurt on Airbus A380 a very pleasant journey. The business class seat was comfortable. The entertainment selection was good. The meals were well presented and tasty with a good selection of wines on offer. The service was excellent.,5,positive,0.9652,0.5883999999999999,0.9652,0.58614
KLM Royal Dutch Airlines,Economy Class,8.0,yes,"Round-trip Berlin to Bangkok return via Amsterdam with KLM. All flights on time, everything straightforward and professional. Friendly and attentive cabin crews, good catering, very good IFE. Comfort regarding ""slimline"" seats & legspace fair, but I would strongly recommend everyone 175 up to book a seat to the aisle (what I did). No comment on Wifi as did not use.",5,positive,0.8261,0.2726,0.8928,0.36282000000000003
LATAM Airlines,Premium Economy,8.0,yes,"As there is no separate Baggage drop counter, neither food on board (Covid is a good excuse), premium economy product offers only one benefit on Brazilian domestic flights: no neighbor. Middle seat is empty. Which is also valuable in Covid times. Boarding was completely chaotic, and unacceptable due to the pandemic. Priority passenger were not called. As aircraft was on remote position everyone was in a completely packed bus, with a lot of children (Dec 23rd). On the opposite crew on board was extremely friendly and efficient, cleaning the hands of every passenger after a restrooms visit for example. Captain communicated views from the windows, and smiles were everywhere.",8,positive,0.7096,0.11443750000000003,0.7096,0.11365
Qatar Airways,Economy Class,5.0,yes,"Doha to Milan after a six hours layover at Doha Hamad Airport. I was a bit tired but not that bad, I was flying coach and I assigned myself a good window place, with just one other seat next to me as the layout was 2-4-2. I was wrong as I had under my feet the IFE box or something similar which made it so narrow. This should not be in any type of seat, but it was ok I found my space in a way to stretch my legs. My IFE was not working, just on arabic, which I don´t speak and I asked for someone to help me out from the staff but after two times being ignored, I gave up and decided to something else, also If watching a film would have been a good idea. The food was ok as well the cleanliness of the aircraft was good.",6,unknown,0.9588,0.3103,0.9588,0.3103
Thomson Airways,Economy Class,7.0,yes,"✅ , |  Gatwick to Montego Bay return, and a satisfying journey with Thomson Airways. Aircraft on the way to MBJ was very clean and modern. Staff are very kind and helpful when you need them to be. Only negative aspect is the in-flight entertainment is very poor with only a handful of movies. Food is okay just like any airline meal. Handling in MBJ is very slow to get through immigration. On the return leg a different plane as it was less modern but still comfortable but hard to get to sleep. Plane was delayed due to tropical rainstorm at MBJ with nothing to do but it was not Thomson's fault you can't help the weather. On the way back there was in-flight entertainment but no headphones so had to ask for them! Ground handling in LGW was okay. Altogether not a bad experience with Thomson.",10,positive,0.9306,0.22908999999999996,0.8701,0.17983
Air Canada,Economy Class,8.0,yes,Halifax - Gander - St. John's - Halifax. (A 5 day business trip) Despite snow storm in Halifax flight to Gander was only delayed a bit by the necessary de-icing Gander to St. John's no problems. St. John's to Halifax another snow storm. Check in was quick and was offered an earlier flight if I wanted. Given the snow this was appreciated and took the offered flight. All flights good and staff professional.,9,positive,0.762,0.11484444444444446,0.8576,0.14212222222222223
American Airlines,Economy Class,8.0,yes,First time I flew American (I usually fly Delta) and I must say that overall I was impressed with the airline. On the way to NYC we departed on time and even got there 30 min early (never has happened to me before). The staff were helpful and the efficiency of the service was a huge plus to me. On the way back to Detroit we did board a bit late and sit on the runway for a while but again was a quick flight and really not much that I can complain about. Would recommend American Airlines.,5,positive,0.6542,0.22012,0.4939,0.18494000000000002
