AirlineName,CabinType,OverallScore,Recommended,Review,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg,vader_final_score,vader_final_label,vader_final_score_source,vader_final_threshold,dataset_label_recommended,dataset_label_rating,dataset_label_high_confidence,dataset_label_consistency
Vietnam Airlines,Business Class,4.0,yes,"Sydney to London via Ho Chi Minh City. I've flown business class on Vietnam Airlines a number of times (6 trips in 12 months) and until they sort out staff training and airport facilities - and the stopover provisions when flying from London they will never be a credible option for business class travel. There is always a massive time deferential in the flights that stop at Ho Chi Minh - sometimes 12 or more hours wait for the continuing flight - yet the lounge at the international airport, now operated by Sasco, is uncomfortable, makeshift and cheap. A free transfer to a hotel is only provided one way from London, and not at all if you book directly with Vietnam, yet if you book via a travel agent in Sydney it's both ways. If you try and arrange a hotel through them it is insanely difficult, yet book from Germany and you can cheaply add a stopover to your flight. Some standardisation is required. Staff at check-in at Sydney airport are pretty good although for some reason assumed we were flying other than business - in the sky priority queue - and directed us to a woman who didn't have any of the bits and pieces required to check-in business passengers. Not a problem, expect that they made it seem as if we'd gone to the wrong counter. No apology. Attempted to use priority lane at SGN only to be told by clueless passport control that I had to be flying Vietnam Business. No apology when I pointed to the ticket in his hand and said I was. Sure customs aren't the airline - but this airline is state-owned. The female staff were rude when I attempted to enter the lounge using my Platinum lotus miles card - my fault as I assumed once you reached platinum you could use the lounge no matter what - however I did have business class tickets with Vietnam. Platinum status means nothing to them here. The ground staff service really drags Vietnam down. The staff passed to tickets to a male colleague who wrote down our names - which has never been done before and was not done to other passengers. No response when I asked what they were doing. Overall it's worth flying businesss with Vietnam if you want a lie-flat bed, but don't expect much more.",18,unknown,-0.7811,-0.0365944444444444,-0.6181,-0.0240222222222222,-0.7811,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Delta Air Lines,Economy Class,4.0,yes,"I missed my connector flight traveling from Savannah, Ga to Atlanta. The plane landed at 10:30 and we could not get off the plane due to ramp not being accessible. I was traveling for a funeral, that I missed because of this inconvenience. I would like to be compensated for being inconvenienced.",4,unknown,-0.7411,-0.1745,-0.7411,-0.1745,-0.7411,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Kenya Airways,Economy Class,4.0,yes,I travelled to Uganda via Nairobi (Kenya) last month. The plane rides differ massively in quality. The flight to Kenya left on time but I feel it was let down by many things: 1) The plane being very old. 2) A lot of the TV's don't work mine did but the film like many other people said stopped working near the end. 3) The food quality was really bad. I however then had a flight from Nairobi to Uganda and this was really good the plane was very new and had working TV's with pretty new films (it was only 1 hour flight). Another thing was we got served food and drinks. This was far better than the flight from London.,8,unknown,0.8462,0.1039875,0.8462,0.1039875,0.8462,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Qatar Airways,Business Class,4.0,yes,"I know Qatar Airways well after flying them for a couple of years and maintaining my Platinum frequent flyer status. I noticed some decline in the standard of their business class product over the last year or so. Qatars big strength was always its consistency of their business class. That is not the case anymore. The flight from Stockholm to Doha was top notch service wise, but the flight to Singapore was a different matter. The Qsuite was great as always, but service wasn’t. The Purser in charge never introduced herself or said goodbye, nothing. The lady in charge of my section was obviously hating her job. No smile, very slow and chaotic service, wine was served after the main course. My seat could not move 2h before arrival and I had to sit on the bed for breakfast. When the plane started to descend, I was still sitting and my third reminder to look at the seat was ignored by her. I asked someone else and within 5 minutes I was given another seat for landing. Overall a rather disappointing flight, I hope my return next week will be better.",13,unknown,-0.1181,0.0304153846153846,0.3268,0.0461153846153846,-0.1181,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Hawaiian Airlines,Economy Class,4.0,yes,"Flew on Hawaiian Airlines flight HA137 from Kona to Honolulu. This airline uses the old B717 for all inter-island flights. Only water is served and the crews were very cold towards passengers. The announcement was unclear on this old aircraft. It's not an enjoyable experience but I would not say I don't recommend HA for this route, because the only airlines operate this route are HA and Island Air which are around the same standard.",5,unknown,-0.4653,-0.12374,-0.5142,-0.1351399999999999,-0.4653,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Qatar Airways,Economy Class,3.0,yes,"Miami to Male via Doha. The flight to Male was nice and we received good service. However, on our return flight from Doha to Miami we paid a little extra to chose our seats and ended up sitting next to a man who was more than 2 meters tall in a group of three seats. My wife ended up moving to a row of 4 seats with only one other passenger. My wife hit the flight attendant call button twice and was never checked on. We were only offered water twice outside of meals despite constant video reminders to ""Stay hydrated."" We ended up loitering in the galley chugging fluids, mostly water. At Doha before entering the gate, there was an additional security checkpoint where we were forced to dump two liters of water and there were no fountains or water refill stations before boarding.",8,unknown,0.0772,0.0038875,0.0772,0.0038875,0.0772,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Hawaiian Airlines,Economy Class,4.0,yes,SYD-HNL in April. Pretty ordinary service sarcastic staff member and were inattentive. When we needed extra blankets for all of us 2 adults and a child the crew member said they never have enough blankets and I had to go and find someone. He was uninterested and wasn't going to even look for one. My husband found a couple as the cabin was absolutely freezing. The flight was not full so having extra seats were good but the food was really ordinary too. One meal was OK but not great. Movies at a cost. We paid a good price for the ticket so was very disappointing.,9,unknown,-0.1588,-0.0440333333333333,-0.0013,-0.0354777777777777,-0.1588,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Lufthansa,Economy Class,4.0,yes,I have flown Lufthansa before and had the best of everything. I picked Lufthansa because of prior satisfaction. If this would have been my first flight with Lufthansa I would have chosen a less expensive more direct flight. I guess everyone has an off day let's hope the flight home will the Lufthansa I love. The crew was as great and professional as ever.,5,unknown,0.9601,0.49972,0.9694,0.53402,0.9601,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Air France,Premium Economy,4.0,yes,August 21st Paris to Minnesota aboard AF 340-300. Flight delayed an hour because of a problem with the air- conditioning. Once again we enjoyed the larger seat and extra leg room. I especially like the option which allowed me to raise the seat front to support my calves. When dinner was served; my choice of chicken was quite good while my husbands choice of risotto was not good at all. Flight departed at 1.50 pm the lights were dimmed after dinner to enable passengers to get some rest. Attendants came through 3 or 4 times offering snacks and ice cream as well as additional drinks. The entertainment options were exactly the same offered on our previous flight. Once again we did not need the blankets so we sat on them which compensated for the hardness of the seats. My only complaint is the handling of our luggage. One of the advertised benefits of booking and paying for premium economy is to have your bags tagged priority’ which is supposed to insure prompt delivering upon arrival. As I stated our flight was an hour late departing therefore we only had 45 minutes to make our connection in Minnesota. We were traveling with friends who did not opt for premium economy. We both checked in at the same time. Upon arriving in Minnesota our bags which were tagged priority were definitely not delivered in a timely manner. In fact many non priority bags arrived long before ours; including those belonging to our friends to flew economy. As a result we barely made our connection (2 minutes) our bags did not.,18,unknown,0.96,0.1657555555555555,0.9594,0.16495,0.96,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Aeromexico,Economy Class,1.0,yes,"Aeromexico has recently restarted its flights to Toronto, I had a nice experience flying with them that started with a half price sale ticket. I thought that having bought my ticket so cheaply and being in the lowest cabin class, the flying experience would not be very good, but I was surprised by the kind attention of the stewardesses and also by a tasty breakfast in the morning. Only flaws in the flight was that the flight arrived half an hour late, maybe due to turbulance, the seats are a bit uncomfortable and the audio did not work, but as it is a 5 hours night flight only, that did not bother me much.",3,unknown,0.5412,0.4218333333333333,0.3166,0.3295666666666666,0.5412,positive,vader_original_full,0.05,positive,negative,unknown,conflict
TAP Portugal,Business Class,4.0,yes,"We actually flew from New York (JFK) to Lisbon to Rome, then Florence, it to Lisbon to Chicago O'Hare, US. Our original light was from Chicago to Lisbon but TAP canceled that so we rebooked departing from JFK. All legs were supposed to be their version of First Class. When we get to JFK and board they stuck us in Economy along with sticking us in economy from Lisbon to Rome. Not sure why because our tickets indicated Premium Seats. So we got screwed on those two legs. Customer service was garbage and might as well have been non-existent. Our departure from Florence, It seemed to be better as they actually boarded us into their first class this time. Our departure from Lisbon was just as nice as they boarded us in their first class on this leg as well. Once we landed in Chicago (late at night) we found out that they lost one of our new suitcases with all of my youngest daughter's clothes. Then the nightmare begins, why? Because customer service is horrible with TAP. I even notified TAP the same night that the suitcase was missing. They told me the next morning that I was supposed to notify the TAP representative at the airport. Well, there was not TAP representative at the airport (we tried that night before leaving the airport). The airport said it was a TAP issue and TAP said it was an airport issue. All I know is that they can supposedly track the bag and find out where it was last 'seen' by the baggage system, yet, nobody has a clue as to where the suitcase is. Our Trip was in May 2022 and we have yet to get any kind of resolution with regards to the lost suitcase and its contents. It is not as if there were not tracking stickers placed all over the bag and that the luggage system does actually track your luggage. But for some reason they just can not locate our suit case in Florence, Lisbon or Chicago. That is amazing to me considering we are in the digital age and everything is tracked at every turn. At one time TAP actually emailed me that the suitcase had been found and actually delivered to me. They only had two addresses: my house and my office. The suitcase was not delivered to either one. I emailed back asking ""where"" the bag was delivered and have yet to hear back from them (been over two months ago despite me emailing and trying to call several times). The seats were ok in economy but the seats were awesome in what they consider first class (food and drink was much better as well, not to mention the lounge access at the airports). Will I fly them again? Maybe but only if I can fit what I need in carry on bags or actually place apple trackers in the suitcases. Not sure if I can convince my wife to fly with them again. As others have said, it is a cheap ticket. I don't agree that you get what you paid for. I paid quadruple for the better experience to not get it. So, I did not get what I paid for in that respect. I have been flying since I was a kid in the 1970's and have never had a suitcase lost. I am disappointed with them for that reason as well as being placed in the economy section after paying for first class. I would rate the company higher if their customer support was actually decent and one did not have to wait on hold for hours on end to get to talk to someone. To me they lost points for taking my money for first class and then sticking me into cattle car (economy), not letting me into the airport lounge in JFK, losing the suitcase, and customer service.",35,unknown,0.9514,0.0329285714285714,0.9514,0.0329285714285714,0.9514,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Thai Airways,Economy Class,4.0,yes,TG601 HKG-BKK 7474-400 Seat 69A. I've not used Thai for a few years since changing the alliance I use from Star to Oneworld this however was the cheapest I could find on this route. I can't remember ever using TG in economy either it's always been business and on a few occasions first for what I paid it was ok seat was not that comfortable although there was enough space. They served a hot meal which was fine and the aircraft despite being very old had PTV in all seats my star alliance membership ends soon but I managed to use the lounge at HKIA food was good with lots of variety and it's located very close to the departure gate. All in all an ok trip and service for a 2hr 30min flight I don't know if I would use TG in economy for a long haul I like the premium economy offered by most Oneworld carriers.,5,unknown,0.8764,0.2172399999999999,0.8796,0.2285199999999999,0.8764,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Jetblue Airways,,4.0,yes,JFK - San Juan round trip. Only completed JFK-SJU. Return flight was cancelled. I did not received the text message alert the night before the return flight. Luckily I checked the flight status the night before and found out all flights SJU-JFK were cancelled. Called the reservation desk and after 30mins wait an agent assisted me to rebook. Only could book a connecting flight that would take me home two days later. So I had to book with another carrier AA to return home. I understand the weather in NY was bad. But AA still operated without problems. JetBlue management took very extra cautious decision to cancel the operation on that day. It was a bad call.,12,unknown,-0.7833,-0.0566666666666666,-0.7833,-0.0566666666666666,-0.7833,negative,vader_original_full,0.05,positive,negative,unknown,conflict
British Airways,Business Class,4.0,yes,26th July LGW to Orlando. Drinks service from the crew was good. Champagne upon boarding and a top up without requesting. It was greatly appreciated! Food was not outstanding but pleasant enough. Overall the cabin service was good. Several services of drinks and top ups when requested. What let this flight down was the number of unruly children on this flight. I was in an outside seat on the port side and an 8 or 9 year old child in front got out of her seat every five minutes or so continually throughout the flight and her younger sibling was also jointing her when she did manage to stay put. I attempted to avail myself of the flat bed but three times these children stood on my legs as they clambered over into their seat. The parents of these children never once intervened to check their children's behaviour although they were well aware of how they were behaving. My wife did not have much luck either. The couple to her rear were sat throughout the flight crossed legged in the isle playing with their children and their toys and my wife had to struggle passed them every time she wished to use the toilet. Surely a tripping hazard! There were many other children on the flight who were well behaved so it can be done if parents set boundaries for their offspring. Whilst BA cannot be held responsible for children's behaviour I feel that as we were in the Club World cabin some sort of announcement should be made by BA requesting passengers with children respect the comfort of fellow passengers. P.S. The Club Lounge at Gatwick was like a kindergarten but that is another story!,17,unknown,0.9654,0.1359823529411764,0.9654,0.1359823529411764,0.9654,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Aegean Airlines,Business Class,2.0,yes,"A bit of a wait at the Business class check in but at least Business/Aegean Miles and Bonus Gold get to use the fast track passport control and security and the dingy Aegean Business class lounge. The lounge offered a reasonable selection of food and drink but not really high-end and the fact that 2 flights were leaving in short succession meant the lounge was fairly crowded at one point. Despite there being several vacant air bridge gates we had to suffer being bussed to a remote stand which involved no priority boarding and being herded onto a bus that was almost bulging at the seams by the time we left. There was a sort of welcome onboard by the cabin crew member as she was on the phone. Pre take off drinks were offered but without any real enthusiasm or engagement. After take off there was the usual hot towel, menu and drinks but no real customer engagement. The cabin crew member pushed the meal trolley into the cabin and set down the table mats and offered bread, placing it on the mat and moved on. A colleague had to tell her that she had forgotten to hand out meal trays. No apology, no making a joke of it, just a robotic performance of giving us our meal trays. That summed up the service. If you wanted anything you had to press the call button because even though various cabin crew floated through the cabin casually glancing at empty glasses at no time did they ask if anyone would like a refill. The liqueur trolley was pushed into the business class cabin but again it was something they had to do because it was in the service plan. London couldn't come quick enough. There was nothing really to thank them for. Cabin crew make the trip. At least the e-passport gates were quiet and after a 5 minute wait my bag was third on the carousel. A shambolic and lacklustre crew spoilt my Aegean business class experience. If this was my only Aegean experience I would never recommend it but thankfully it was my first bad encounter.",18,unknown,0.914,0.0933833333333333,0.914,0.0865388888888888,0.914,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Aegean Airlines,Economy Class,3.0,yes,"✅ , |  Thessaloniki to Stockholm via Athens. Aegean Airlines is an airline with high cost to value. I found the seats small and uncomfortable and there is lack of inflight entertainment. Food bad and portions pretty small. There is no onboard wifi and overhead screens play advertisements. Also, cabin lights were mostly on during this short flight.",6,unknown,0.0516,0.0068666666666666,0.2023,0.0310666666666666,0.0516,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Aeroflot Russian Airlines,Economy Class,4.0,yes,"New check-in procedure: change for worse. Flying form Prague to Moscow, Apr 21. Aeroflot apparently introduced a new dedicated counter for Business Class. So now they process separately Business class, Sky Priority and Economy passengers at the check in. Which might be a good idea at the main Aeroflot airports. However, in Prague it creates a lot of problems, confusions and discomfort. In the past, there was just common Business Class/Sky Priority counter and two for Economy. In this particular case, they checked in all 4 Business class passengers at one counter, 10 SkyPriority passengers at the other counter and all the remaining approx. 150 people at the single, remaining counter. In the past, they had two counters for economy, serving on average. 75 people each. Consequently, the new regime effectively doubled queues (and check in time) for economy passengers, but offered only a very little or no extra comfort for business passengers. Moreover, it disturbed the whole process, because people waiting in a very long queue were continuously trying to sneak in into SkyPriority. It is odd to see one clerk doing nothing and the other being up to their ears in work. Looks like the implementation of this new feature should have been thought out better before its introduction for smaller flights.",15,unknown,-0.5413,-0.0538466666666666,-0.753,-0.0682866666666666,-0.5413,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Ethiopian Airlines,Economy Class,3.0,yes,Nairobi to Johannesburg via Addis Ababa. Was booked on flight ET 303 which was supposed to depart at 11h35 in Nairobi but ended up departing at 20H10 resulting in myself missing an onward connection ET 849. I had to stand in a queue for more than 2 hours to get an allocation to the next flight to Johannesburg. There was no one manning the queue resulting in squabbles among frustrated passengers.,4,unknown,-0.8807,-0.275575,-0.8807,-0.275575,-0.8807,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Emirates,Business Class,2.0,yes,"So we paid £4K for 4 tickets to be upgraded to business class, the family wanted to try it out so I thought let’s do it. We checked in at the business class dedicated desk and were advised by the Emirates staff to proceed to gate 7 where we will find the lounge. Hand tickets over and told you don’t have access, no explanation just handed back by some power enjoying jobs worth with no options offered. I was stunned. Checked Emirates website and it clearly states our class of travel has lounge access. This is very frustrating and an underhanded approach from Emirates. Turns out this is correct, but why on earth don’t you train staff to explain this or clearly print on the ticket / emailed ticket / purchase confirmation. This must cause so many issues at the airport for people. You buy business class tickets you always get the lounge - so I thought. A very poor decision on Emirates behalf if you ask me. What a disappointment.",11,unknown,-0.5245,0.0367181818181818,-0.4471,0.0527181818181818,-0.5245,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Lufthansa,Economy Class,4.0,yes,"We have received multiple last minute flight delay text announcements for our Denver to Frankfurt flight. These delays of more than 6 hrs are causing significant financial loss for temporary accomodation, missed connection flights and a loss of work and school days for us amd our kids. So far all of our attempts with Lufthansa customer service in both the US and Europe have been very unsuccessful, with Lufthansa offering zero support to us. No information on cause of delay or if further one is expected, no cost reimbursment offer, no meal voucher, no lounge access or upgrade.",4,unknown,-0.9381,-0.4497,-0.9359,-0.443075,-0.9381,negative,vader_original_full,0.05,positive,negative,unknown,conflict
SA Express,Economy Class,4.0,yes,JNB to Richards Bay return flight on Friday 28 Sep 12. Flight was delayed by almost 30 min. No reason given. Bad weather when we arrived at Richards Bay and after two attempts to land was diverted to DUR. Landed safely in DUR with the option of flying back to JNB and then out to Richards Bay the next day or we could travel back to Richards Bay at our own cost! I was fortunate to get a vehicle after waiting an hour for one and travelled back at my own cost. Pity it is the only operator between JNB and Richards Bay!,6,unknown,-0.4625,-0.1123499999999999,-0.4802,-0.1163,-0.4625,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Allegiant Air,Economy Class,1.0,yes,This was are third and last trip with Allegiant. It seems like they do nothing to improve their planes since we started flying with them. Our plane had a 4 hour delay due to repairs. Repairs? The seats look like they need to be replaced. The arm on one of them in our row didn't work. Heaven forbid if you can't use their site. You are the one that ends up paying out when you check in. Their employees don't have the ability to correct it. They can only do what their computers allow them to do. I noticed that their flight attendants don't look professional. They are kind. Got that going for them.,12,unknown,0.4389,0.0691,-0.2472,0.0162916666666666,0.4389,positive,vader_original_full,0.05,positive,negative,unknown,conflict
United Airlines,Economy Class,4.0,yes,"Beijing to San Francisco. The airplane was an old Boeing 747 not adapted to new onboard entertainment technology so you had just two options: you could either try to follow a movie through one of those old screens that was just a meter away to the left from my seat or you could watched though your laptop. Unfortunately, they forgot to tell that you needed to download a plug in prior to board so the option was useless. You had an additional option: purchasing wifi to download it. I did it, but the plug in never worked and no-one seemed to know how to fix it, of course. So I spent my flight watching FB (of course, when you leave China). The flight was packed with Chinese families that don't seem eager to educate their children to live with other people. I had to ask for help because a child was yelling and playing with his father endlessly. The hostess was successful in stoping the yelling but couldn't avoid the family speaking all the way to San Francisco. The food is the traditional bad United food, so don't waste your time expecting something better.",10,unknown,0.9416,0.11635,0.9416,0.11635,0.9416,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Alaska Airlines,Economy Class,4.0,yes,"New Orleans to Yakima via Seattle. Since Alaska has consumed Horizon Air the service has drastically worsened. Fewer flights, longer layovers Last night I was unable to ticket all the way through to Yakima b/o a short layover between the only direct flight from New Orleans to Yakima (not enough time for baggage transfer, I had no checked baggage) made it in plenty of time to catch a ride on plane with open seats. I was told I would have to pay a penalty greater than the cost of flight. In the days of Horizon the switch would have been granted without question, very disappointing! Today the flight to Yakima is leaving from N12c. There is no close seating, a temp stairway down to tarmac, a walk out the tarmac and a stairway up to plane. Low budget.",7,unknown,-0.6953,-0.1289285714285714,-0.7815,-0.1524714285714285,-0.6953,negative,vader_original_full,0.05,positive,negative,unknown,conflict
American Airlines,Economy Class,3.0,yes,Miami to Cancun. We’ve been sitting in the plane for an hour now because a stewardess didn’t show up to work and we need to wait for a replacement. Now it’s because there is a line for takeoff. Just wanted to address the inconvenience because we had a activity planned for my girlfriends birthday at 3pm and it’s already 11:45pm. Hope we can make it on time!,5,unknown,0.1759,0.0262799999999999,0.1759,0.0262799999999999,0.1759,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Garuda Indonesia,Business Class,4.0,yes,"There were no real problems with this flight, however it amazes me that the male pursers seem not to be very engaged. I think the only words he said to me during the flight were welcome onboard, when I boarded the aircraft. The purser should set the standard. He (she) should come to each pax at the commencement of the flight and welcome them on board and/or thank each pax at the end of the flight. This particular flight was not full in business class and yet not once did a flight attendant mention me by name. The minimum would be use each pax name when they are taking meal orders. At one stage I was asked if I would like still or sparkling water, when I asked for soda water, I was informed that Garuda did not stock soda water so sparkling water was ok. Then I ordered some Chablis, again later in the flight when I asked for another glass of chablis, I was told that that there was none left. Again, not the end of the world, however as I mentioned earlier, the flight was not full in business class and there were quite a few children (who don't drink alcohol), so the amount uploaded seems to be insufficient. When dessert was served (it was supposed to be served with ice cream) I asked where the ice cream was and was informed that it wasn't uploaded. So a cold dry cake was not very palatable. As food the food itself. It wasn't horrible, but was not great. An amuse bouche with mashed tuna in a half piece of choux. Then minced salmon with over-cooked scallops, followed. And the main course of sea bass was a little dry.",16,unknown,0.4687,0.138475,0.4687,0.138475,0.4687,positive,vader_original_full,0.05,positive,negative,unknown,conflict
American Airlines,Economy Class,1.0,yes,"Cincinnati to Fort Walton Beach. I chose to fly American Airlines because they had a flight leaving about an hour earlier than Delta. Boy was that about the biggest mistake ever. So the actual flying experience wasn’t bad at all. The problem came when my arriving flight into Charlotte, NC to catch a connection was delayed to the gate due to weather. Which was fine, we can’t control the weather. The delay also delayed my connecting flight to Fort Walton Beach. So I was still able to catch my connection. That’s fantastic.  Absolutely it was. So I ask the boarding agent if there was a chance that my checked bag wouldn’t get transferred in time to the connecting flight. She said that it’s very possible that it won’t make it in time. So I said that’s ok I’ll work around picking up my bag the next day. And the next day (today) is where the problem started. I show up at 6am and there’s no one at the baggage claim office, no customer service representative to be found. I talked to the ladies at the ticket counter twice and they told me someone be down to help. So I’m there 3 hours before someone opens the door and it takes 2 minutes to get my bag. Why did it take 3 hours? The monitors show when they have flights departing and arriving. There was plenty of time between to accommodate the 2 minutes it took me to get my bag. My biggest complaint is with customer service. Everything else was as good as it could be.",21,unknown,-0.7783,-0.0481047619047618,-0.7906,-0.0495904761904761,-0.7783,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Delta Air Lines,Economy Class,2.0,yes,My flight was canceled the day of my trip in the middle of the night. Which is very inconvenient for me. I had things already purchased in San Juan. I’m very disappointed in Delta. The absolute worse experience a customer can get. Let’s not forget they rescheduled the flight for the next day at a later time having me arriving at 11 at night. 2 days of my scheduled trip gone! My tickets have been booked for about a month prior.,7,unknown,-0.8322,-0.1761857142857143,-0.7948,-0.1516571428571428,-0.8322,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Etihad Airways,Business Class,3.0,yes,"Abu Dhabi to Doha. The 3am run to Doha uses an old aircraft crammed with workers in transit. Business class is not much different to economy, and it's often full of people who have been pumped up. This is a hardline, workers transit flight. If your flying business don't be fooled, nothing fancy on this leg. The good news is if it's part of a longer haul flight the other leg will likely have been awesome - Etihad awesome, which is fantastic.",6,unknown,0.9508,0.20545,0.9508,0.20545,0.9508,positive,vader_original_full,0.05,positive,negative,unknown,conflict
FlySafair,Economy Class,4.0,yes,"My family and I are absolutely disappointed by the professionalism by the flight attendants. We had an issue with another passenger with placing our luggage in the overhead bin and none of the attendants came to assist instead they saw it fit to just stare at us. When it was our turn to disembark from the plane, the flight attendant skipped our seat and proceeded to allow other passengers to leave the plane. I did not appreciate the flight attendants tone when we ordered snacks, she was not friendly. The service was just appalling and disappointing.",5,unknown,-0.8683,-0.2549599999999999,-0.7711,-0.19746,-0.8683,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Ethiopian Airlines,Economy Class,4.0,yes,JNB-ADD-NBO Feb 2014. Boeing 777-200 and 737 respectively. Ethiopian regional flights are at times problematic due to delays and deviating routings. This trip was delayed 1 hour from JNB. It had a previously un-announced deroute to ZNB where we had to pick up 100+ pax which had been waiting for ET for >5 hours. Thus they were hungry and angry. So were the pax from JNB so the situation became unfriendly and space was cramped. From ZNB ET had run out of food. Drinks provided. In JNB I was promised a hotel voucher at check in at gate at aircraft but it never came. The following morning ET801 ADD-NBO had a 4 hour delay! This is 2-3 times the flight duration and unacceptable. Reason given was aircraft service check. I assume they have too few aircraft's and it affects precision and operations terribly. Hot lunch was given in Addis in the waiting time that part functioned well (though basically only 1 option of food it was very tasty). On the plus side are the competitive prices but prices are on a stiff rise. If you have flexible time and do not expect a lot ET can be a pleasant surprise: ETs force is the many newer aircrafts the good service onboard the long duration of service onboard (from 10 minutes after take-off up till 10 minutes before landing). On regional sectors there are 4 options of hot food in economy and drinks flow. Special meals could be ordered and were on board but not always given out due to lack of staff follow up and due to peoples change of seating. FA's are young and co-operative. Call buttons rarely responded to but there are plenty of FAs. Transfer and hotel provided in Addis functioned perfectly. The de-routed flight JNB- ADD was announced by email (but after the flight took off). ET are trying but still not there.,23,unknown,0.8516,-0.0291652173913043,0.8883,-0.0290565217391304,0.8516,positive,vader_original_full,0.05,positive,negative,unknown,conflict
El Al Israel Airlines,Economy Class,4.0,yes,"Tel Aviv to Amsterdam, thy flight was late by a hour. After take off, the cabin crew served food to random people around the cabin, they just had no order. The cabin crew itself wasn't good, very impatient and unfriendly. The food itself was no more then fine, and the old IFE didn't even work. I slept most of the flight so I don't know what happend after the food. So  flying El Al is okay if you don't expect a lot and I'll recommend it because it had a low price.",6,unknown,-0.4743,-0.07995,-0.3791,-0.0639666666666666,-0.4743,negative,vader_original_full,0.05,positive,negative,unknown,conflict
WestJet Airlines,Economy Class,1.0,yes,I had purchased flights from Calgary to Toronto for June 2nd before covid came into this world. I got my tickets for my partner and I at a good price at $617.00 for round trip. Now after getting an email stating my flight has been cancelled or changed and my amount went into a travel bank. That’s fine and dandy but I will have to pay close to $700 more on top of what I already had paid to move my plan date. I don’t think that’s right at all and probably have a lot of other people to agree with me. We should be able to fly on a different time without paying addition fee because of the time of the year. If my flight got cancelled due to the covid and able to fly out in September rather in June I don’t think that I have more.,8,unknown,0.56,0.0806625,0.56,0.0806625,0.56,positive,vader_original_full,0.05,positive,negative,unknown,conflict
American Eagle,Economy Class,3.0,yes,"Monroe to Dallas Ft Worth. I have never in my adult life had the flight attendants be so lazy. They were nice, but when it was time for beverages, they not only left out the part where they tell you what they have, by they requested that everyone keep their order to one drink per person (it came off rude). Then the gal walked through with a box holing the snacks and just put it in front of each passanger to get their own snack and then they came through with the drink cart, once my snack was already almost gone. And then why I was surprised, but they came over the speaker to tell everybody to put their shades down, before we landed, so the plane wouldn't get hot. Never have I ever felt like the flight attendants hated their jobs and were lazy.",6,unknown,-0.8785,-0.2121333333333333,-0.8234,-0.1582,-0.8785,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Air Macau,Economy Class,4.0,yes,"Round trip between Bangkok and Tokyo/Narita with layover in Macau both times. Each of the four flights were delayed between 10 minutes and an hour and a half. Not a single on time departure on my trip. This airline seems to a have its pilots climb and descend very rapidly. There are economic advantages to this type of flying but it can be uncomfortable on your ears. Cabin temperature inconsistent, hot at times and cold at times. For food, ""fish rice"" was the only option on one of the legs, the other also had a chicken and rice meal. I am 6'4"" so very sensitive to seat pitch. I thought the seats were OK for the shorter flights but couldn't handle them for much longer. Aircraft's are older A320 and A321s that could use a refurbishment. We got a good price for these tickets so I will say the value wasn't bad.",11,unknown,0.9104,0.0384636363636363,0.8682,0.0238363636363636,0.9104,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Alaska Airlines,Business Class,3.0,yes,"The last 2 days have been a nightmare traveling with Alaska Airlines. First, my flight from seattle to Redmond/Bend on 8/7 was delayed 2hrs after the pilot came on the intercom just prior to turning on the runway to let us know that a fuel hatch light came on and forced us back to the terminal and eventually changed planes. Then my flight on 8/8 from Rendmond to Portland was delayed because the crew could not figure out how to distribute the weight on the aircraft. This caused a 30 min delay. Finally, my flight from Portland to Seattle also on 8/8 (writing as I still wait in another delay) has been delayed now 2 going on 3 hours. What happen to Alaska Airlines being #1 in on time performance. This has honestly been a terrible experience. Hope they could get things figured out, as Alaska use to be my top choice to fly.",8,unknown,-0.7717,-0.1364625,-0.7906,-0.1431375,-0.7717,negative,vader_original_full,0.05,positive,negative,unknown,conflict
